ID;CREDIT;GENDER;EDUCATION;MARRIAGE;AGE;PAY_1;PAY_2;DEFAULT
17668;100000;0;2;2;30;0;4000;1
17669;210000;0;1;1;41;0;0;0
17670;500000;0;2;1;44;6230;5900;0
17671;230000;0;1;1;39;2370;2180;0
17672;110000;0;2;1;40;1320;750;0
17673;210000;0;1;1;46;3792;3657;0
17674;320000;0;2;2;35;6000;5000;0
17675;140000;0;2;2;37;1876;1876;0
17676;40000;0;1;1;48;2000;2000;0
17677;280000;0;1;1;35;3027;6025;0
17678;220000;0;1;1;47;6495;3993;0
17679;250000;0;2;1;37;72791;16891;0
17680;70000;0;1;2;34;1500;546;0
17681;70000;0;1;1;35;4086;1348;0
17682;300000;0;1;1;47;148;148;1
17683;50000;0;3;1;40;283;29334;0
17684;70000;0;1;2;36;4231;8000;0
17685;50000;0;3;1;35;2503;1500;0
17686;250000;0;2;1;35;2000;2000;1
17687;120000;0;2;1;34;4400;4320;0
17688;70000;0;1;1;35;3000;0;1
17689;440000;0;1;1;40;17000;14500;0
17690;280000;0;1;1;41;3007;5000;0
17691;360000;0;1;1;42;20117;15018;0
17692;150000;0;1;1;43;363;0;0
17693;300000;0;3;2;44;0;0;1
17694;20000;0;2;1;42;0;515;0
17695;380000;0;2;1;38;0;0;0
17696;340000;0;2;1;44;199726;4476;0
17697;210000;0;2;2;41;9000;7000;0
17698;60000;0;2;1;41;11;1500;1
17699;130000;0;1;1;46;4000;0;0
17700;340000;0;1;1;43;5000;1000;0
17701;170000;0;2;1;49;5429;4500;0
17702;360000;0;2;1;43;4760;0;0
17703;60000;0;2;1;35;1500;0;0
17704;360000;0;1;1;37;398;200000;0
17705;280000;0;2;1;41;5000;5000;0
17706;240000;0;1;1;34;1054;2695;0
17707;120000;0;1;2;34;7304;0;0
17708;90000;0;1;2;33;4086;2600;0
17709;100000;0;1;1;34;3563;3563;0
17710;410000;0;1;1;34;0;0;0
17711;190000;0;1;1;43;4793;3684;0
17712;220000;0;1;1;36;0;5000;0
17713;90000;0;2;2;44;0;2700;1
17714;120000;0;1;2;30;5815;5500;0
17715;10000;0;3;2;50;0;0;1
17716;500000;0;1;1;50;13009;10008;0
17717;120000;0;2;1;51;1919;1838;0
17718;120000;0;2;1;50;10076;10000;0
17719;220000;0;1;1;51;0;150;1
17720;240000;0;2;1;50;386;0;0
17721;150000;0;1;2;36;234;0;0
17722;500000;0;1;1;50;0;22600;0
17723;150000;0;1;1;50;0;0;0
17724;60000;0;2;1;49;1547;1396;0
17725;30000;0;3;1;50;28426;24682;1
17726;320000;0;2;1;53;6000;8000;0
17727;470000;0;1;1;61;766;3673;0
17728;440000;0;1;2;51;0;10961;0
17729;50000;0;2;1;51;4600;1000;0
17730;220000;0;2;1;51;1000;0;0
17731;360000;0;1;1;54;2580;0;0
17732;90000;0;3;1;58;0;0;0
17733;50000;0;3;2;60;2300;1000;1
17734;50000;0;2;1;56;2000;1000;0
17735;290000;0;3;1;58;0;5000;0
17736;350000;0;2;1;50;8797;8004;1
17737;110000;0;3;1;52;7000;1200;0
17738;40000;0;2;1;53;0;274;1
17739;50000;0;3;1;59;1800;0;1
17740;110000;0;1;1;55;948;0;0
17741;360000;0;3;1;70;0;0;0
17742;200000;0;3;2;63;316;316;1
17743;140000;0;2;2;53;1451;1000;0
17744;80000;0;2;2;61;0;0;1
17745;260000;0;2;1;56;0;58;0
17746;340000;0;1;1;56;8619;0;1
17747;30000;0;2;1;58;500;0;1
17748;30000;0;3;1;54;3500;0;0
17749;440000;0;3;1;50;25031;25030;0
17750;10000;0;3;1;52;0;500;0
17751;230000;0;2;1;55;6018;5007;0
17752;50000;0;3;1;61;0;0;0
17753;150000;0;2;0;54;4951;4062;0
17754;330000;0;3;1;55;6000;4300;0
17755;370000;0;3;2;50;0;0;0
17756;130000;0;3;2;53;3200;3403;0
17757;10000;0;3;1;51;0;0;1
17758;360000;0;2;1;54;11330;9081;0
17759;20000;0;3;1;61;0;0;1
17760;180000;0;3;2;52;5464;4893;0
17761;80000;0;3;1;62;2400;1100;0
17762;50000;0;2;1;55;2001;500;1
17763;150000;0;1;2;64;3220;3028;0
17764;30000;0;3;1;56;2500;0;0
17765;50000;0;3;1;52;1004;10;0
17766;20000;0;2;0;56;400;380;0
17767;130000;0;3;2;55;10009;10000;0
17768;320000;0;3;2;53;11000;9486;0
17769;300000;0;3;1;62;0;0;0
17770;330000;0;1;1;53;6000;6171;0
17771;50000;0;2;2;53;1495;1144;0
17772;70000;0;3;2;60;1218;500;0
17773;70000;0;3;0;58;2456;2500;0
17774;100000;0;3;1;58;3677;2763;0
17775;110000;0;2;1;54;3290;7000;1
17776;100000;0;2;1;58;3300;2839;1
17777;160000;0;3;1;53;0;0;0
17778;70000;0;3;2;55;1273;407;0
17779;60000;0;2;1;59;2000;0;0
17780;80000;0;2;1;61;3008;3000;0
17781;100000;0;3;1;60;0;2300;0
17782;230000;0;1;1;66;0;0;1
17783;60000;0;3;0;64;12723;483;0
17784;160000;0;2;1;58;1443;1443;0
17785;30000;0;2;1;55;0;0;1
17786;310000;0;1;1;62;22053;10654;0
17787;60000;1;2;1;46;1475;690;0
17788;50000;1;2;1;64;0;1013;0
17789;140000;1;3;1;58;5050;6034;0
17790;20000;1;2;2;27;0;780;0
17791;10000;1;2;2;38;7300;1000;0
17792;80000;1;2;2;29;75743;2667;0
17793;50000;1;3;2;24;2005;550;0
17794;160000;0;2;1;51;10000;0;1
17795;500000;0;1;2;51;0;0;0
17796;470000;0;2;1;54;14800;14359;0
17797;210000;0;1;1;54;5818;4015;0
17798;50000;1;3;2;23;1500;0;1
17799;30000;1;1;2;24;1100;3000;1
17800;50000;1;1;2;23;1500;500;0
17801;80000;1;1;2;24;2205;1702;0
17802;30000;1;2;1;23;150;2250;1
17803;80000;1;0;2;24;3123;1500;0
17804;150000;1;1;2;28;6284;6288;0
17805;170000;1;2;2;27;5915;3000;0
17806;220000;1;2;2;30;20057;12863;0
17807;30000;1;2;2;35;0;1949;1
17808;100000;1;2;2;23;291;291;0
17809;10000;1;2;2;24;0;0;1
17810;140000;1;2;2;24;11034;5040;1
17811;50000;1;2;2;24;2700;0;0
17812;20000;1;2;2;22;1000;1000;0
17813;10000;1;2;2;22;0;900;1
17814;50000;1;2;2;24;1118;1000;0
17815;10000;1;3;2;22;1000;175;0
17816;30000;1;2;2;23;1200;1000;0
17817;50000;1;2;2;23;1400;3000;0
17818;100000;1;2;2;24;5000;4000;1
17819;20000;1;3;2;24;1000;400;0
17820;20000;1;2;2;25;0;0;0
17821;100000;1;2;2;25;390;390;0
17822;50000;1;2;2;25;1500;1000;1
17823;100000;1;1;2;24;1816;1213;0
17824;30000;1;3;2;25;1439;1600;1
17825;50000;1;2;1;25;1366;1000;1
17826;50000;1;2;2;25;0;0;1
17827;50000;1;1;2;25;2000;5000;0
17828;50000;1;0;2;23;12064;12176;0
17829;50000;1;1;2;25;1400;396;0
17830;50000;1;2;2;25;2000;2000;0
17831;380000;1;2;2;26;312;1007;0
17832;50000;1;1;2;24;0;500;1
17833;30000;1;2;2;24;0;1100;0
17834;150000;1;2;1;25;600;0;0
17835;180000;1;2;2;25;1500;1003;0
17836;80000;1;3;2;26;3305;500;1
17837;110000;1;2;2;24;3700;0;1
17838;30000;1;3;2;25;3000;178;0
17839;110000;1;2;2;25;9000;10700;1
17840;280000;1;2;2;26;262;0;0
17841;10000;1;2;2;23;5000;5000;1
17842;10000;1;2;2;23;390;390;0
17843;20000;1;2;2;24;2200;0;0
17844;170000;1;2;2;26;6000;3561;0
17845;20000;1;3;2;26;2000;1000;1
17846;130000;1;2;2;22;3965;3508;0
17847;200000;1;1;2;26;0;6700;1
17848;250000;1;2;2;26;3859;3597;0
17849;80000;1;2;2;27;5000;4000;0
17850;180000;1;1;2;27;1000;1000;0
17851;120000;1;2;2;28;1600;3600;0
17852;20000;1;2;2;26;0;0;0
17853;150000;1;1;2;26;2000;2000;0
17854;190000;1;2;2;26;1785;3142;0
17855;210000;1;1;2;27;4000;3000;0
17856;180000;1;2;2;27;4011;3802;0
17857;50000;1;2;2;28;1700;3400;0
17858;140000;1;1;2;25;3092;3148;0
17859;80000;1;2;2;26;0;16597;0
17860;80000;1;2;2;27;2000;2000;1
17861;80000;1;2;2;25;1550;0;0
17862;20000;1;2;2;28;1600;1000;0
17863;10000;1;2;1;26;0;0;1
17864;30000;1;2;2;26;2226;0;1
17865;240000;1;1;2;27;11650;12614;0
17866;50000;1;2;2;28;5000;5000;0
17867;90000;1;2;2;26;1200;1217;1
17868;60000;1;1;2;28;1690;1501;0
17869;100000;1;2;2;28;2000;2000;1
17870;120000;1;1;2;28;119366;3484;0
17871;10000;1;2;1;28;1000;1000;0
17872;70000;1;2;2;28;2000;0;1
17873;60000;1;1;2;28;2000;2000;0
17874;130000;1;1;2;29;0;0;0
17875;30000;1;3;1;30;0;0;1
17876;360000;1;1;2;30;90872;0;0
17877;80000;1;2;2;30;16673;21473;0
17878;20000;1;2;2;27;1293;830;0
17879;50000;1;2;2;28;0;500;0
17880;80000;1;3;2;27;0;0;1
17881;150000;1;1;1;27;0;0;0
17882;60000;1;2;2;27;3000;0;0
17883;220000;1;2;2;28;4000;4000;0
17884;10000;1;3;2;23;1298;478;0
17885;50000;1;2;2;26;1917;1200;0
17886;50000;1;1;2;26;1890;2000;0
17887;220000;1;1;2;28;2000;1000;0
17888;450000;1;1;2;29;1261;1261;0
17889;240000;1;2;1;33;2000;7592;0
17890;500000;1;2;2;29;3256;53;0
17891;170000;1;1;2;28;1934;1793;0
17892;100000;1;2;2;29;2200;3900;1
17893;60000;1;1;2;29;1000;1335;0
17894;200000;1;1;2;30;54271;7000;0
17895;200000;1;2;2;27;8029;7010;1
17896;20000;1;1;2;28;2500;0;0
17897;40000;1;2;2;27;2500;1500;1
17898;110000;1;1;2;27;5000;5000;0
17899;10000;1;2;1;27;1151;346;0
17900;100000;1;2;2;28;1901;1275;0
17901;50000;1;2;2;28;0;0;0
17902;30000;1;3;2;28;1000;1479;0
17903;30000;1;2;2;28;0;2805;0
17904;50000;1;2;1;29;0;0;0
17905;20000;1;3;2;29;13500;2500;1
17906;50000;1;2;2;30;1000;0;0
17907;60000;1;2;2;28;3000;3000;1
17908;50000;1;2;2;32;1000;0;1
17909;130000;1;3;1;34;0;3000;1
17910;20000;1;2;2;25;2355;0;1
17911;100000;1;2;2;28;5000;0;1
17912;20000;1;2;1;38;2000;2000;1
17913;150000;1;3;2;44;6500;4000;0
17914;70000;1;1;2;33;1680;3000;0
17915;250000;1;1;1;40;1000;1000;0
17916;50000;1;3;1;32;1600;1700;1
17917;90000;1;2;1;34;3374;1543;1
17918;90000;1;2;2;32;3900;3000;0
17919;120000;1;1;2;33;3300;0;1
17920;240000;1;2;2;25;0;0;0
17921;50000;1;2;2;25;1272;1500;1
17922;100000;1;2;1;29;6800;3500;1
17923;390000;1;3;1;49;12000;12000;0
17924;50000;1;3;1;36;1060;100;1
17925;40000;1;2;1;44;2700;1300;1
17926;190000;1;2;1;38;8800;7500;0
17927;10000;1;2;1;40;0;0;1
17928;10000;1;2;1;44;1192;0;0
17929;180000;1;1;2;30;11475;69910;0
17930;230000;1;2;2;31;8000;7000;0
17931;20000;1;2;2;31;0;2000;0
17932;230000;1;2;2;32;19000;9100;1
17933;200000;1;1;2;32;8000;6900;0
17934;470000;1;1;2;34;1520;1659;0
17935;150000;1;1;0;45;1300;1200;0
17936;70000;1;3;1;37;2632;2600;0
17937;50000;1;2;2;37;2500;2000;0
17938;80000;1;1;2;35;2516;1023;0
17939;330000;1;1;1;40;6000;6000;0
17940;140000;1;2;2;33;4005;3500;0
17941;70000;1;2;2;44;0;3697;1
17942;280000;1;2;2;32;2000;3000;0
17943;150000;1;3;2;30;2848;2330;0
17944;80000;1;2;1;35;3322;3000;0
17945;120000;1;1;1;42;1700;0;1
17946;50000;1;2;1;45;1519;2114;0
17947;230000;1;2;1;43;1000;200;0
17948;160000;1;2;2;36;0;0;0
17949;50000;1;3;2;37;1400;0;0
17950;100000;1;3;1;49;2372;2360;0
17951;200000;1;2;1;43;0;12000;1
17952;170000;1;2;1;36;6548;5300;0
17953;50000;1;2;1;43;1295;677;0
17954;200000;1;3;1;46;0;0;0
17955;200000;1;2;1;39;1294;0;0
17956;50000;1;3;2;41;1451;540;0
17957;50000;1;3;2;45;1820;1057;0
17958;300000;1;2;1;39;0;0;0
17959;130000;1;2;2;32;15000;25000;0
17960;80000;1;1;2;33;0;6000;1
17961;120000;1;1;2;34;7;0;0
17962;140000;1;1;2;32;5485;5000;1
17963;220000;1;1;2;48;16000;0;0
17964;70000;1;2;2;32;2441;3038;1
17965;20000;1;3;2;45;1000;79;0
17966;200000;1;1;1;49;489;320;0
17967;20000;1;2;1;31;1000;1000;1
17968;510000;1;1;2;32;2400;2500;0
17969;450000;1;1;2;34;20;84000;0
17970;50000;1;2;1;34;2200;1200;0
17971;120000;1;2;0;48;5026;15651;0
17972;50000;1;3;1;45;0;0;1
17973;280000;1;2;2;31;0;0;0
17974;30000;1;1;2;33;3000;0;1
17975;20000;1;2;1;35;1278;1005;0
17976;80000;1;2;1;42;1834;1562;0
17977;120000;1;2;1;45;1256;1000;0
17978;370000;1;2;1;38;9000;7000;0
17979;50000;1;2;2;45;2000;1000;0
17980;20000;1;3;2;39;3000;10005;0
17981;160000;1;2;1;36;3000;3000;0
17982;170000;1;3;2;44;8009;6000;0
17983;100000;1;2;2;36;0;0;0
17984;210000;1;1;1;42;2708;3588;0
17985;100000;1;3;2;32;1400;1121;0
17986;230000;1;1;1;33;9100;4600;1
17987;240000;1;1;1;38;2740;2241;0
17988;240000;1;3;2;36;10000;5000;0
17989;50000;1;2;0;48;1000;1000;1
17990;80000;1;2;1;46;2500;2000;0
17991;50000;1;3;2;41;3300;1200;0
17992;50000;1;2;1;36;1288;651;0
17993;440000;1;1;2;37;7015;6422;0
17994;220000;1;3;2;42;5000;5000;0
17995;70000;1;1;2;30;21280;1000;0
17996;240000;1;1;2;32;3200;3162;0
17997;360000;1;3;2;42;5000;5000;0
17998;360000;1;1;2;32;0;15869;0
17999;80000;1;1;2;33;1200;500;0
18000;30000;1;2;2;36;1000;1000;1
18001;160000;1;2;2;37;4200;3238;1
18002;150000;1;2;2;39;3000;3000;1
18003;100000;1;2;2;30;3000;2000;0
18004;70000;1;2;2;33;2500;0;0
18005;300000;1;2;2;35;10017;9123;0
18006;90000;1;2;1;39;3000;1500;1
18007;800000;1;1;2;46;6219;1961;0
18008;360000;1;2;2;40;10115;14026;0
18009;90000;1;2;1;41;4100;7200;1
18010;300000;1;3;2;43;20000;6500;1
18011;30000;1;3;1;46;1700;1000;1
18012;50000;1;2;2;37;1750;1700;0
18013;110000;1;2;1;30;0;2600;1
18014;80000;1;1;2;37;6000;5500;0
18015;140000;1;2;1;31;114;3500;0
18016;50000;1;2;1;44;1152;495;0
18017;20000;1;3;2;40;580;0;0
18018;50000;1;3;2;46;1235;622;0
18019;50000;1;1;2;34;0;0;0
18020;130000;1;2;1;48;15000;5327;1
18021;90000;1;2;1;45;1750;1425;0
18022;30000;1;3;1;44;0;0;0
18023;50000;1;2;1;49;3000;3000;1
18024;170000;1;1;1;39;0;0;0
18025;290000;1;1;2;31;1800;0;1
18026;20000;1;3;1;47;1200;0;0
18027;180000;1;1;2;38;4200;3000;1
18028;360000;1;1;1;35;396;396;0
18029;20000;1;3;2;31;5013;3010;0
18030;140000;1;2;2;33;2000;2000;0
18031;90000;1;2;1;34;2637;3242;0
18032;120000;1;2;1;40;2000;2000;0
18033;160000;1;1;1;31;17185;14685;0
18034;280000;1;2;1;32;8000;7500;1
18035;500000;1;1;1;46;2510;0;0
18036;100000;1;2;2;38;1000;1149;1
18037;160000;1;3;2;31;5000;4100;0
18038;20000;1;2;1;42;2500;1000;0
18039;400000;1;1;2;39;4500;0;0
18040;30000;1;2;1;45;0;1200;0
18041;50000;1;3;1;47;21709;916;0
18042;70000;1;2;2;40;20150;500;0
18043;110000;1;2;1;42;5987;2000;0
18044;50000;1;2;2;44;2300;2500;0
18045;170000;1;2;1;40;2578;2100;0
18046;30000;1;1;1;33;1508;1000;0
18047;50000;1;3;1;29;880;990;0
18048;50000;1;2;2;30;0;0;1
18049;90000;1;3;1;44;0;0;1
18050;110000;1;2;1;40;1568;1361;0
18051;240000;1;2;2;46;3000;3000;0
18052;360000;1;3;1;42;3666;2878;0
18053;290000;1;2;2;45;6733;5632;0
18054;180000;1;1;1;39;0;0;0
18055;180000;1;2;1;43;10007;20000;0
18056;50000;1;2;2;43;1955;1454;0
18057;500000;1;1;2;47;18860;146;0
18058;50000;1;2;1;35;0;500;1
18059;50000;1;3;1;37;0;0;0
18060;400000;1;1;2;32;22240;4200;0
18061;240000;1;2;1;34;8583;4292;0
18062;150000;1;2;1;31;145578;5115;0
18063;50000;1;3;2;31;800;0;1
18064;150000;1;1;1;34;4098;4006;0
18065;50000;1;3;1;41;1036;79;1
18066;360000;1;1;2;40;3295;222;0
18067;100000;1;1;1;38;3000;0;1
18068;30000;1;2;2;44;1600;1012;0
18069;260000;1;1;2;36;0;0;0
18070;140000;1;2;1;29;15128;0;0
18071;30000;1;3;1;48;1261;1261;0
18072;60000;1;2;2;36;2000;3000;1
18073;10000;1;2;2;29;1000;0;0
18074;110000;1;3;2;34;7000;2600;1
18075;40000;1;1;2;34;2100;3226;1
18076;50000;1;3;1;47;1296;672;1
18077;50000;1;2;2;40;2008;3004;0
18078;350000;1;2;2;32;8700;7000;1
18079;450000;1;1;2;34;7096;6604;0
18080;50000;1;2;2;42;3003;5000;0
18081;170000;1;3;1;39;2067;1594;0
18082;100000;1;2;1;41;6459;2500;0
18083;140000;1;1;1;36;2100;2000;0
18084;250000;1;1;2;29;0;0;0
18085;130000;1;1;2;29;0;0;0
18086;130000;1;2;2;33;700;0;0
18087;360000;1;3;1;36;1849;0;1
18088;270000;1;2;1;39;2295;0;0
18089;140000;1;2;1;40;4322;12200;0
18090;150000;1;2;2;32;3500;3000;0
18091;200000;1;1;2;33;9373;192994;0
18092;280000;1;1;1;34;4974;5041;0
18093;80000;1;3;2;35;2400;43532;1
18094;240000;1;3;2;40;8896;10690;0
18095;20000;1;1;2;42;0;0;1
18096;300000;1;1;1;38;4505;4200;0
18097;250000;1;1;2;41;0;0;1
18098;50000;1;1;2;49;19300;1000;1
18099;50000;1;3;1;41;3900;1900;0
18100;30000;1;2;2;39;0;5288;1
18101;240000;1;1;1;38;0;0;1
18102;200000;1;2;1;40;0;13000;1
18103;50000;1;1;2;39;1862;4007;0
18104;210000;1;1;2;38;0;0;0
18105;280000;1;1;1;42;0;0;0
18106;200000;1;3;2;33;6137;2300;0
18107;300000;1;2;1;41;3000;95000;0
18108;420000;1;1;2;36;63;104;0
18109;350000;1;1;2;34;9500;10000;0
18110;120000;1;3;1;43;1800;1800;1
18111;110000;1;2;1;48;2512;5400;1
18112;20000;1;1;2;31;0;0;0
18113;100000;1;1;2;32;3100;3000;0
18114;240000;1;1;1;36;0;0;1
18115;130000;1;0;2;37;1654;774;0
18116;170000;1;1;2;48;332809;6000;0
18117;60000;1;2;1;42;270;0;1
18118;200000;1;3;1;42;0;4575;0
18119;210000;1;2;1;48;4000;5000;0
18120;100000;1;2;2;35;3146;2514;0
18121;380000;1;1;1;37;2100;1947;0
18122;240000;1;1;2;38;0;5011;0
18123;150000;1;2;2;33;4500;2500;0
18124;60000;1;2;2;35;3300;0;0
18125;350000;1;2;1;37;35300;9247;0
18126;300000;1;1;1;33;320;0;0
18127;160000;1;3;1;42;4000;3000;0
18128;130000;1;1;2;37;4193;1042;0
18129;50000;1;3;2;38;0;0;0
18130;270000;1;2;1;40;3111;2000;1
18131;90000;1;1;2;36;0;200;0
18132;240000;1;1;1;37;9661;11489;0
18133;450000;1;1;1;45;5087;5000;0
18134;280000;1;1;2;36;0;302;1
18135;270000;1;1;1;38;0;0;0
18136;10000;1;3;2;46;0;0;1
18137;50000;1;1;0;37;1200;1000;0
18138;100000;1;1;1;33;3000;2000;0
18139;190000;1;1;2;32;5427;4000;1
18140;240000;1;1;2;33;1800;1000;0
18141;220000;1;1;1;33;7000;27640;0
18142;500000;1;1;1;42;767;87150;0
18143;300000;1;1;2;32;1200;9427;1
18144;500000;1;1;2;30;18076;184637;0
18145;200000;1;1;2;30;34418;230;0
18146;260000;1;2;2;31;1000;300;0
18147;160000;1;3;2;31;5000;3000;0
18148;340000;1;1;2;31;13322;10005;0
18149;500000;1;1;2;32;1605;890;0
18150;310000;1;1;1;32;17828;9;0
18151;360000;1;2;1;30;3056;21910;0
18152;110000;1;1;1;36;1500;1500;1
18153;390000;1;1;1;36;0;990;0
18154;140000;1;1;2;31;814;0;0
18155;30000;1;3;2;32;1400;554;0
18156;200000;1;1;2;33;1000;0;0
18157;110000;1;1;2;40;3100;2000;0
18158;20000;1;1;1;35;30000;500;1
18159;210000;1;2;1;41;2500;3900;1
18160;380000;1;2;1;42;19873;12361;0
18161;70000;1;1;1;42;0;0;0
18162;20000;1;2;2;32;10000;0;0
18163;260000;1;1;2;32;0;499;0
18164;200000;1;1;1;46;1811;1816;0
18165;190000;1;2;2;36;3815;3614;1
18166;50000;1;2;2;42;2500;500;0
18167;20000;1;2;2;35;1506;452;0
18168;400000;1;1;1;49;44258;56526;0
18169;280000;1;2;1;49;8010;7000;0
18170;60000;1;3;1;38;0;1500;1
18171;250000;1;1;1;47;0;0;0
18172;400000;1;1;2;41;6534;0;0
18173;180000;1;2;1;46;5000;3000;0
18174;50000;1;2;1;45;0;0;0
18175;220000;1;2;2;39;4000;3000;0
18176;50000;1;2;1;35;0;6592;0
18177;20000;1;3;2;61;1950;0;0
18178;100000;1;2;1;44;0;0;0
18179;500000;1;1;1;44;2660;2100;0
18180;120000;1;2;2;38;974;0;0
18181;360000;1;1;1;37;4965;2679;0
18182;440000;1;2;1;48;2000;5000;0
18183;240000;1;2;2;30;7795;1335;0
18184;200000;1;1;1;45;1130;1093;0
18185;50000;1;2;1;46;0;0;0
18186;260000;1;2;1;44;119498;3500;1
18187;300000;1;2;1;35;6000;6000;1
18188;130000;1;2;1;37;1262;1019;0
18189;50000;1;2;2;48;2000;0;1
18190;20000;1;3;2;36;1250;200;0
18191;20000;1;1;1;36;300;10000;0
18192;50000;1;3;1;45;2054;1672;0
18193;70000;1;2;2;39;2000;0;1
18194;70000;1;2;1;45;3100;2000;0
18195;450000;1;3;2;38;10013;20000;0
18196;70000;1;2;1;40;1200;600;0
18197;120000;1;2;2;45;6000;4400;0
18198;80000;1;2;2;33;396;3832;0
18199;20000;1;2;2;40;2000;0;1
18200;230000;1;2;1;42;6000;6000;0
18201;480000;1;1;2;49;15377;10481;0
18202;490000;1;1;1;42;10000;7000;0
18203;310000;1;2;1;42;6928;3539;0
18204;100000;1;1;2;33;10000;10000;0
18205;260000;1;1;2;39;5929;5622;0
18206;360000;1;1;1;43;5000;10004;0
18207;500000;1;1;2;48;20697;3766;0
18208;160000;1;1;2;34;690;0;0
18209;360000;1;3;2;34;9225;8112;0
18210;320000;1;2;1;36;14000;15000;0
18211;210000;1;2;1;42;2000;500;0
18212;140000;1;1;1;41;3000;3000;0
18213;20000;1;2;2;39;1300;700;1
18214;300000;1;1;0;50;10523;8565;1
18215;130000;1;2;1;50;5800;5800;0
18216;200000;1;3;1;50;0;14000;0
18217;120000;1;2;2;51;4806;4107;1
18218;50000;1;2;0;52;1300;800;0
18219;180000;1;1;1;51;6000;3000;0
18220;230000;1;1;1;53;0;0;1
18221;10000;1;3;1;50;0;0;0
18222;20000;1;2;1;49;0;454;1
18223;200000;1;2;2;48;5800;4500;0
18224;360000;1;2;1;49;1866;1080;0
18225;210000;1;2;1;53;7600;6700;0
18226;80000;1;2;1;53;0;503;1
18227;60000;1;2;2;51;1391;966;0
18228;100000;1;3;1;56;0;4212;0
18229;20000;1;3;1;62;0;1586;0
18230;50000;1;2;1;54;0;0;1
18231;300000;1;3;1;56;1987;2232;0
18232;140000;1;3;1;50;0;5341;0
18233;120000;1;3;1;59;2400;0;0
18234;400000;1;3;1;57;20663;6020;0
18235;50000;1;3;2;58;1048;163;0
18236;90000;1;1;1;56;2661;1000;0
18237;60000;1;2;1;57;5005;2000;0
18238;260000;1;1;1;51;3000;3000;0
18239;80000;1;3;1;52;0;1700;0
18240;160000;1;2;1;55;6600;5122;0
18241;10000;1;3;2;51;0;0;0
18242;190000;1;2;1;50;0;2000;1
18243;160000;1;1;1;51;4700;0;0
18244;20000;1;3;2;49;0;400;0
18245;300000;1;3;1;57;11347;369;0
18246;440000;1;1;1;79;16513;15800;0
18247;50000;1;3;1;54;2500;800;0
18248;350000;1;1;1;50;15022;7000;0
18249;60000;1;3;1;50;1642;1563;0
18250;50000;1;2;1;47;1300;1000;1
18251;30000;1;2;2;52;1733;1200;1
18252;150000;1;1;2;52;6552;6936;0
18253;100000;1;1;1;60;0;0;1
18254;350000;1;1;1;55;39278;6000;0
18255;80000;1;2;1;52;1500;1500;0
18256;80000;1;3;1;55;7704;8700;0
18257;10000;1;3;1;54;1000;1000;1
18258;210000;1;2;1;66;390;780;1
18259;500000;1;1;1;62;0;1981;0
18260;20000;1;2;1;61;0;4726;1
18261;330000;1;1;2;54;911;3865;0
18262;250000;1;1;1;58;660;0;0
18263;420000;1;1;1;54;13371;15;0
18264;90000;1;2;1;53;2000;1000;1
18265;180000;1;3;2;52;3111;2615;0
18266;50000;1;3;1;51;2048;783;0
18267;200000;1;2;1;53;0;0;1
18268;100000;1;1;1;63;2307;1756;0
18269;150000;1;1;1;55;100000;3284;0
18270;360000;1;1;1;62;7148;1792;0
18271;50000;1;2;2;57;4000;0;0
18272;30000;1;2;0;58;3500;2336;0
18273;330000;1;3;1;56;360;7143;0
18274;70000;1;2;0;47;0;2000;1
18275;420000;1;1;1;51;288921;10000;0
18276;130000;1;1;1;51;5530;1877;0
18277;200000;1;2;1;55;8034;5600;0
18278;180000;1;3;1;58;3405;1600;1
18279;170000;1;2;1;59;2000;1500;1
18280;190000;1;1;1;54;7000;3417;0
18281;200000;1;1;1;54;12000;4000;0
18282;30000;1;3;1;54;1540;1580;1
18283;460000;1;2;1;55;20000;2481;0
18284;190000;1;1;1;54;7520;5593;0
18285;10000;1;2;2;54;300;0;0
18286;90000;1;2;1;57;3000;5000;0
18287;440000;1;1;1;54;8598;857;0
18288;480000;1;2;1;58;15921;15981;0
18289;360000;1;3;1;56;2097;1026;0
18290;500000;1;1;1;69;3416;8353;0
18291;30000;0;3;1;28;2000;0;0
18292;80000;0;3;1;33;390;390;1
18293;200000;1;2;1;66;390;390;1
18294;350000;1;1;1;57;0;0;0
18295;150000;1;2;1;55;580;200;0
18296;360000;1;3;2;54;0;0;1
18297;20000;0;3;1;31;1155;506;1
18298;310000;0;2;1;47;8000;8000;0
18299;200000;0;1;2;31;4192;6066;0
18300;210000;0;3;1;40;3165;1979;0
18301;30000;0;3;1;47;1500;1000;0
18302;110000;0;1;2;31;0;0;0
18303;50000;0;3;2;27;3125;1805;0
18304;50000;0;1;2;26;0;0;1
18305;50000;0;2;1;33;1600;1300;0
18306;20000;0;1;2;23;1207;300;0
18307;230000;0;3;0;30;0;0;0
18308;80000;0;2;2;32;6000;5000;0
18309;150000;0;2;1;53;9636;3822;0
18310;240000;0;2;1;28;0;0;0
18311;450000;0;1;1;36;0;14663;0
18312;180000;0;2;2;24;316;316;1
18313;30000;0;2;2;22;1415;955;0
18314;50000;0;2;1;22;1298;1000;1
18315;20000;0;2;1;31;2500;0;0
18316;150000;0;2;2;25;0;7981;0
18317;20000;0;2;1;29;1141;309;1
18318;40000;0;2;1;25;2000;2938;1
18319;180000;0;2;1;30;19565;502;0
